num_date_time,answer
31_20220830 01,1026.333646783736
31_20220830 02,1067.7699032170153
31_20220830 03,1008.107741231274
31_20220830 04,989.085041500986
31_20220830 05,1104.978875735055
31_20220830 06,999.168596444259
31_20220830 07,1003.7241878191973
31_20220830 08,1448.8473406211936
31_20220830 09,1795.0351877744693
31_20220830 10,1638.6306411961614
31_20220830 11,1432.404627994123
31_20220830 12,1455.8453079961535
31_20220830 13,1615.4536561442587
31_20220830 14,1599.189886664748
31_20220830 15,1595.165601913959
31_20220830 16,1592.0915260920974
31_20220830 17,1720.369289813224
31_20220830 18,1645.6463753152188
31_20220830 19,1593.0348989480217
31_20220830 20,1050.4786299143764
31_20220830 21,1168.2224776516955
31_20220830 22,1151.3178077019047
31_20220830 23,1176.9536300739164
31_20220831 00,1143.8282698910514
31_20220831 01,1097.7987066818769
31_20220831 02,1098.4604307276031
31_20220831 03,1052.495815673175
31_20220831 04,1153.4328694983722
31_20220831 05,1162.3900421730793
31_20220831 06,1035.1246616648373
31_20220831 07,1146.34236357642
31_20220831 08,1906.773797480804
31_20220831 09,1807.5266971649892
31_20220831 10,1602.8324962288311
31_20220831 11,1565.0392424735676
31_20220831 12,1636.9936085396776
31_20220831 13,1552.3564242923903
31_20220831 14,1521.7380239733266
31_20220831 15,1595.2811231936678
31_20220831 16,1601.6139358444998
31_20220831 17,1567.9877860376735
31_20220831 18,1561.3197218492683
31_20220831 19,1336.5938982682437
31_20220831 20,992.1723723962222
31_20220831 21,1007.2458905126124
31_20220831 22,1027.9800411456279
31_20220831 23,1065.4580111281653
32_20220825 00,9690.139619586043
32_20220825 01,9689.111884094686
32_20220825 02,9735.79882525778
32_20220825 03,9761.079061378412
32_20220825 04,9704.090013392832
32_20220825 05,9704.210920683201
32_20220825 06,9716.711992748198
32_20220825 07,9710.963457612894
32_20220825 08,9775.711099698921
32_20220825 09,9763.27344514671
32_20220825 10,9795.047886948498
32_20220825 11,9848.436784216003
32_20220825 12,9856.182279266372
32_20220825 13,9840.533806887262
32_20220825 14,9828.961319448996
32_20220825 15,9645.607427831668
32_20220825 16,9659.865087010778
32_20220825 17,9769.98821424626
32_20220825 18,9762.037614416882
32_20220825 19,9766.02769487546
32_20220825 20,9756.892897294381
32_20220825 21,9707.083982077507
32_20220825 22,9705.30924663112
32_20220825 23,9629.276802359016
32_20220826 00,9641.986943593873
32_20220826 01,9645.870300958428
32_20220826 02,9641.852533498914
32_20220826 03,9620.285289168974
32_20220826 04,9627.31509315353
32_20220826 05,9627.791265437607
32_20220826 06,9613.162196393647
32_20220826 07,9613.162196393647
32_20220826 08,9704.869877386594
32_20220826 09,9777.637477514574
32_20220826 10,9838.713367440736
32_20220826 11,9871.662379152132
32_20220826 12,9910.13335466659
32_20220826 13,9940.429097099388
32_20220826 14,9941.922220153258
32_20220826 15,9945.866442889193
32_20220826 16,9986.334072129148
32_20220826 17,9968.661585271699
32_20220826 18,9899.110785308592
32_20220826 19,9778.51071290564
32_20220826 20,9879.568847278611
32_20220826 21,9840.616154226018
32_20220826 22,9817.713968414115
32_20220826 23,9810.930879200321
32_20220827 00,9808.19251727107
32_20220827 01,9804.036793490057
32_20220827 02,9705.665918806611
32_20220827 03,9653.232977508926
32_20220827 04,9589.895746533246
32_20220827 05,9550.820934273857
32_20220827 06,9512.491238018878
32_20220827 07,9501.243082248118
32_20220827 08,9522.725049806346
32_20220827 09,9447.49506247383
32_20220827 10,9498.953829467515
32_20220827 11,9606.87548881916
32_20220827 12,9589.629489753746
32_20220827 13,9588.184659559396
32_20220827 14,9640.547895735566
32_20220827 15,9691.707574237827
32_20220827 16,9714.518958304534
32_20220827 17,9674.353385044866
32_20220827 18,9656.364528332891
32_20220827 19,9586.60673110203
32_20220827 20,9608.716375476104
32_20220827 21,9490.28070947921
32_20220827 22,9476.80123168451
32_20220827 23,9462.087530128827
32_20220828 00,9451.463933508456
32_20220828 01,9426.446828838169
32_20220828 02,9463.089032333626
32_20220828 03,9439.62736090999
32_20220828 04,9482.159445505593
32_20220828 05,9503.26637340073
32_20220828 06,9502.817028767617
32_20220828 07,9505.831158833173
32_20220828 08,9451.420865760334
32_20220828 09,9495.766442697983
32_20220828 10,9618.62177797483
32_20220828 11,9714.313602605574
32_20220828 12,9724.017196627561
32_20220828 13,9741.37767443555
32_20220828 14,9794.074794534527
32_20220828 15,9793.653651137613
32_20220828 16,9825.329443247327
32_20220828 17,9854.335951324038
32_20220828 18,9795.709289834946
32_20220828 19,9736.884170453859
32_20220828 20,9738.146957762045
32_20220828 21,9660.939450743632
32_20220828 22,9668.819345884687
32_20220828 23,9638.95425922635
32_20220829 00,9658.20675409641
32_20220829 01,9662.865401378922
32_20220829 02,9661.15725375846
32_20220829 03,9662.458036289914
32_20220829 04,9606.404625772719
32_20220829 05,9529.00877653686
32_20220829 06,9568.695290086953
32_20220829 07,9623.677357152677
32_20220829 08,9645.92350519545
32_20220829 09,9662.982488088132
32_20220829 10,9627.520715283896
32_20220829 11,9668.310267402661
32_20220829 12,9666.259794651458
32_20220829 13,9699.610312869734
32_20220829 14,9774.395705846386
32_20220829 15,9745.810994695245
32_20220829 16,9754.065413633569
32_20220829 17,9616.388926071388
32_20220829 18,9623.247092057172
32_20220829 19,9571.194900813007
32_20220829 20,9562.764951094772
32_20220829 21,9562.494066029301
32_20220829 22,9561.345726503221
32_20220829 23,9525.107724854752
32_20220830 00,9537.320074001573
32_20220830 01,9575.799703263368
32_20220830 02,9619.459230548
32_20220830 03,9594.035318347022
32_20220830 04,9576.476333499673
32_20220830 05,9566.629040302048
32_20220830 06,9569.962625731663
32_20220830 07,9567.122007237687
32_20220830 08,9612.268796336257
32_20220830 09,9597.858884142663
32_20220830 10,9625.855801490072
32_20220830 11,9645.840808393275
32_20220830 12,9628.186840908918
32_20220830 13,9667.145056349977
32_20220830 14,9667.413485261599
32_20220830 15,9669.377806587217
32_20220830 16,9678.784867153254
32_20220830 17,9671.466209895776
32_20220830 18,9676.41669681062
32_20220830 19,9679.89171954112
32_20220830 20,9640.301140787853
32_20220830 21,9624.491562241737
32_20220830 22,9628.994483283963
32_20220830 23,9628.320344354952
32_20220831 00,9628.976613660476
32_20220831 01,9631.424428258082
32_20220831 02,9627.961392102246
32_20220831 03,9629.91232109119
32_20220831 04,9628.947314091212
32_20220831 05,9631.996805933899
32_20220831 06,9627.99069167151
32_20220831 07,9623.096739477667
32_20220831 08,9651.078000718184
32_20220831 09,9661.551127260564
32_20220831 10,9758.416249178043
32_20220831 11,9812.418895904395
32_20220831 12,9848.64074252694
32_20220831 13,9841.69047535906
32_20220831 14,9850.102154036393
32_20220831 15,9821.281114057914
32_20220831 16,9874.599988909054
32_20220831 17,9850.129513929192
32_20220831 18,9773.326280542427
32_20220831 19,9821.281114057914
32_20220831 20,9793.470232741456
32_20220831 21,9741.627657555153
32_20220831 22,9664.205796271066
32_20220831 23,9663.487968796302
33_20220825 00,8641.050780055817
33_20220825 01,8636.609769709976
33_20220825 02,8651.96043039387
33_20220825 03,8659.69573258136
33_20220825 04,8653.565138538768
33_20220825 05,8653.567992359742
33_20220825 06,8664.482183314378
33_20220825 07,8658.435912771878
33_20220825 08,8693.211535000504
33_20220825 09,8690.336300745235
33_20220825 10,8685.75474127618
33_20220825 11,8692.321779472617
33_20220825 12,8746.794023329092
33_20220825 13,8734.966675778658
33_20220825 14,8756.336914756756
33_20220825 15,8628.424068111015
33_20220825 16,8649.386472601296
33_20220825 17,8697.051069844785
33_20220825 18,8685.569141691529
33_20220825 19,8679.996801853164
33_20220825 20,8659.04089682121
33_20220825 21,8659.972382077927
33_20220825 22,8651.79272804368
33_20220825 23,8656.24961693835
33_20220826 00,8668.959758173207
33_20220826 01,8638.157057485083
33_20220826 02,8634.139290025569
33_20220826 03,8634.00030380545
33_20220826 04,8641.030107790004
33_20220826 05,8641.624333543477
33_20220826 06,8634.263850831714
33_20220826 07,8634.145797362318
33_20220826 08,8711.763965964441
33_20220826 09,8701.287058258617
33_20220826 10,8708.997559394582
33_20220826 11,8766.55244325442
33_20220826 12,8770.23458405993
33_20220826 13,8802.495163983578
33_20220826 14,8807.519615361327
33_20220826 15,8815.867894842228
33_20220826 16,8829.764819979722
33_20220826 17,8818.236166705516
33_20220826 18,8775.509322532507
33_20220826 19,8709.017987437564
33_20220826 20,8711.63273508435
33_20220826 21,8686.625422601057
33_20220826 22,8696.481661821525
33_20220826 23,8689.698572607731
33_20220827 00,8686.773710697462
33_20220827 01,8682.617986916448
33_20220827 02,8694.227190303136
33_20220827 03,8675.723769631735
33_20220827 04,8625.783166203757
33_20220827 05,8589.923270940657
33_20220827 06,8578.802671634632
33_20220827 07,8573.545903273629
33_20220827 08,8590.148041928785
33_20220827 09,8549.689431804414
33_20220827 10,8595.833918413333
33_20220827 11,8606.91432778467
33_20220827 12,8592.858726702294
33_20220827 13,8574.595091665778
33_20220827 14,8641.866344808745
33_20220827 15,8638.858814671796
33_20220827 16,8665.3173542424
33_20220827 17,8620.290410499621
33_20220827 18,8657.68297740607
33_20220827 19,8557.251230744794
33_20220827 20,8580.248067926575
33_20220827 21,8593.699873629945
33_20220827 22,8570.19618880907
33_20220827 23,8555.482487253386
33_20220828 00,8550.78826720976
33_20220828 01,8532.517407859645
33_20220828 02,8568.201557188926
33_20220828 03,8558.776718596291
33_20220828 04,8561.48290505688
33_20220828 05,8583.744562878861
33_20220828 06,8579.76388992187
33_20220828 07,8582.778019987425
33_20220828 08,8555.912920508117
33_20220828 09,8594.570733786733
33_20220828 10,8585.538597363315
33_20220828 11,8611.146310272972
33_20220828 12,8673.079791168473
33_20220828 13,8657.626338871283
33_20220828 14,8699.821674841513
33_20220828 15,8687.545989499438
33_20220828 16,8717.013195694424
33_20220828 17,8739.244701921678
33_20220828 18,8704.987498465809
33_20220828 19,8672.549816957018
33_20220828 20,8637.296791721576
33_20220828 21,8603.379815450351
33_20220828 22,8612.976329261272
33_20220828 23,8616.053969019295
33_20220829 00,8639.067121287957
33_20220829 01,8634.163348273525
33_20220829 02,8635.986528976942
33_20220829 03,8633.755983184517
33_20220829 04,8628.442973140915
33_20220829 05,8628.780920277246
33_20220829 06,8623.840235456135
33_20220829 07,8651.2984431796
33_20220829 08,8695.476497108304
33_20220829 09,8712.535480000986
33_20220829 10,8677.073707196752
33_20220829 11,8705.340257616635
33_20220829 12,8703.289784865432
33_20220829 13,8743.133181786001
33_20220829 14,8747.067753100426
33_20220829 15,8685.883105401168
33_20220829 16,8702.176716695216
33_20220829 17,8644.054964606747
33_20220829 18,8650.913130592531
33_20220829 19,8674.97894349448
33_20220829 20,8626.774929146906
33_20220829 21,8622.972715757556
33_20220829 22,8616.490671872403
33_20220829 23,8617.310882257269
33_20220830 00,8631.367295049604
33_20220830 01,8632.788712278065
33_20220830 02,8655.785607052143
33_20220830 03,8626.877600417249
33_20220830 04,8634.846295384395
33_20220830 05,8627.096208197821
33_20220830 06,8630.429793627436
33_20220830 07,8627.58917513346
33_20220830 08,8691.08417546357
33_20220830 09,8676.674263269975
33_20220830 10,8702.573974606334
33_20220830 11,8700.562630018921
33_20220830 12,8679.91288707778
33_20220830 13,8721.866877975623
33_20220830 14,8722.135306887247
33_20220830 15,8699.628802586169
33_20220830 16,8727.69261905015
33_20220830 17,8723.369737249457
33_20220830 18,8721.911173853032
33_20220830 19,8731.795246894799
33_20220830 20,8673.856456909994
33_20220830 21,8654.51555004
33_20220830 22,8653.587521938753
33_20220830 23,8652.913383009742
33_20220831 00,8655.920751441781
33_20220831 01,8661.899894363267
33_20220831 02,8654.905529883552
33_20220831 03,8654.623413215375
33_20220831 04,8656.009505341914
33_20220831 05,8656.707898058085
33_20220831 06,8654.934829452815
33_20220831 07,8649.300659205057
33_20220831 08,8691.02347514773
33_20220831 09,8692.042395780423
33_20220831 10,8719.431365303728
33_20220831 11,8707.96284319519
33_20220831 12,8725.054894768817
33_20220831 13,8737.234422649855
33_20220831 14,8745.646101327187
33_20220831 15,8716.825061348709
33_20220831 16,8733.8541828436
33_20220831 17,8744.322945695778
33_20220831 18,8703.833555074352
33_20220831 19,8713.29373302483
33_20220831 20,8703.073142349976
33_20220831 21,8692.408547340323
33_20220831 22,8692.720482428425
33_20220831 23,8650.55167566042
34_20220825 00,3252.6126710178064
34_20220825 01,3248.180066621198
34_20220825 02,3239.158169406943
34_20220825 03,3254.060265390327
34_20220825 04,3253.6500464803457
34_20220825 05,3246.1307770158483
34_20220825 06,3255.9406304893296
34_20220825 07,3263.7079291899254
34_20220825 08,3282.6712455957436
34_20220825 09,3268.105456795973
34_20220825 10,3287.2989162648805
34_20220825 11,3302.029953546221
34_20220825 12,3302.892010493158
34_20220825 13,3310.3015078988783
34_20220825 14,3311.2820629243147
34_20220825 15,3231.6478874610725
34_20220825 16,3233.776830320073
34_20220825 17,3273.4204151953772
34_20220825 18,3268.3735338415813
34_20220825 19,3263.3923049545338
34_20220825 20,3254.090568663474
34_20220825 21,3257.3361528997275
34_20220825 22,3240.0883270012
34_20220825 23,3244.5452158958724
34_20220826 00,3241.8865551695785
34_20220826 01,3227.440429246265
34_20220826 02,3227.440429246265
34_20220826 03,3227.9736031504644
34_20220826 04,3235.003407135021
34_20220826 05,3235.597632888492
34_20220826 06,3235.597632888492
34_20220826 07,3235.4795794190973
34_20220826 08,3278.3932599988966
34_20220826 09,3268.7226484475154
34_20220826 10,3267.8933437921723
34_20220826 11,3336.7272522205594
34_20220826 12,3375.9630596190564
34_20220826 13,3401.4216845072824
34_20220826 14,3401.410899785717
34_20220826 15,3416.8815556221884
34_20220826 16,3412.686314981362
34_20220826 17,3404.4009531261254
34_20220826 18,3357.701026166314
34_20220826 19,3317.2530832613074
34_20220826 20,3307.3766756619257
34_20220826 21,3281.0486882164273
34_20220826 22,3283.2115276959025
34_20220826 23,3276.7809090934848
34_20220827 00,3275.689709951083
34_20220827 01,3271.5339861700695
34_20220827 02,3261.723707050931
34_20220827 03,3247.7238685131265
34_20220827 04,3233.094118300651
34_20220827 05,3210.865408044066
34_20220827 06,3196.339029150115
34_20220827 07,3194.7470467411126
34_20220827 08,3209.9164642921255
34_20220827 09,3200.4765168739164
34_20220827 10,3228.3730638349684
34_20220827 11,3250.462032882119
34_20220827 12,3249.5282735369933
34_20220827 13,3248.6696284269938
34_20220827 14,3285.7784656186086
34_20220827 15,3288.491809334213
34_20220827 16,3297.854663016346
34_20220827 17,3281.0213361516494
34_20220827 18,3303.640899887717
34_20220827 19,3215.9665792512774
34_20220827 20,3222.023636610668
34_20220827 21,3211.0420628806355
34_20220827 22,3201.395074048163
34_20220827 23,3194.216487368203
34_20220828 00,3210.8931179447263
34_20220828 01,3197.5982531765035
34_20220828 02,3199.7333314768857
34_20220828 03,3192.031271525066
34_20220828 04,3191.2374742371603
34_20220828 05,3206.905668906259
34_20220828 06,3208.7735952540606
34_20220828 07,3211.787725319614
34_20220828 08,3187.9471114342005
34_20220828 09,3213.936503484436
34_20220828 10,3226.2480971620143
34_20220828 11,3283.3250722093217
34_20220828 12,3339.499037968282
34_20220828 13,3350.4120071963603
34_20220828 14,3383.575097915069
34_20220828 15,3377.0373143518077
34_20220828 16,3402.8481890172498
34_20220828 17,3432.1276022850534
34_20220828 18,3383.6263833180333
34_20220828 19,3342.0339082659466
34_20220828 20,3285.8457351421685
34_20220828 21,3254.2681689280653
34_20220828 22,3253.616836692723
34_20220828 23,3242.9815237621747
34_20220829 00,3241.0945483093374
34_20220829 01,3245.753195591848
34_20220829 02,3244.0450479713877
34_20220829 03,3236.374521157214
34_20220829 04,3236.78188624622
34_20220829 05,3227.7793817146357
34_20220829 06,3207.150108404873
34_20220829 07,3221.963246351896
34_20220829 08,3270.0970112829455
34_20220829 09,3280.9133173378427
34_20220829 10,3270.0970112829455
34_20220829 11,3265.5245155305315
34_20220829 12,3263.9080972056363
34_20220829 13,3287.537199519434
34_20220829 14,3275.6609109384044
34_20220829 15,3245.3978906339544
34_20220829 16,3259.339291849119
34_20220829 17,3231.669839443423
34_20220829 18,3238.200189193262
34_20220829 19,3232.5760756261348
34_20220829 20,3216.856519661035
34_20220829 21,3216.585634595564
34_20220829 22,3209.9481084095282
34_20220829 23,3210.7683187943944
34_20220830 00,3208.204586480608
34_20220830 01,3209.9538199450135
34_20220830 02,3225.774607026608
34_20220830 03,3223.89235466739
34_20220830 04,3224.214998044729
34_20220830 05,3217.843923023951
34_20220830 06,3219.7039012507375
34_20220830 07,3215.0598203720606
34_20220830 08,3268.0380174977236
34_20220830 09,3257.2329911276056
34_20220830 10,3277.8209882387487
34_20220830 11,3271.972407177316
34_20220830 12,3262.257010081137
34_20220830 13,3290.9319292845644
34_20220830 14,3278.764918684564
34_20220830 15,3285.4919029525045
34_20220830 16,3290.657960242451
34_20220830 17,3283.604234870247
34_20220830 18,3276.74575000223
34_20220830 19,3276.7627653251348
34_20220830 20,3247.8047736569315
34_20220830 21,3238.8922190236544
34_20220830 22,3239.903357459108
34_20220830 23,3239.229218530097
34_20220831 00,3242.236586962138
34_20220831 01,3246.2547308758208
34_20220831 02,3241.221365403911
34_20220831 03,3240.939248735731
34_20220831 04,3242.3253408622695
34_20220831 05,3243.0237335784395
34_20220831 06,3241.2506649731745
34_20220831 07,3241.339418873306
34_20220831 08,3266.200007745179
34_20220831 09,3266.2688149402493
34_20220831 10,3283.107773894515
34_20220831 11,3276.907535531967
34_20220831 12,3280.968305077086
34_20220831 13,3294.696685652631
34_20220831 14,3307.8073782440983
34_20220831 15,3283.8433796447243
34_20220831 16,3299.8746043203337
34_20220831 17,3310.524939897445
34_20220831 18,3294.092140061937
34_20220831 19,3272.738471656982
34_20220831 20,3261.3228106956626
34_20220831 21,3256.9697017699355
34_20220831 22,3251.590337693278
34_20220831 23,3235.917397743151
35_20220825 00,2123.107950264652
35_20220825 01,2123.7021760181233
35_20220825 02,2128.3932314924373
35_20220825 03,2146.4513061193493
35_20220825 04,2146.041087209368
35_20220825 05,2146.0439410303434
35_20220825 06,2150.8177745449775
35_20220825 07,2150.9118614424774
35_20220825 08,2156.0492157193003
35_20220825 09,2152.0058789152454
35_20220825 10,2152.3084670278813
35_20220825 11,2147.5848075256777
35_20220825 12,2165.793782052797
35_20220825 13,2168.427666338773
35_20220825 14,2177.3155143997556
35_20220825 15,2131.2035201945337
35_20220825 16,2121.2100156426945
35_20220825 17,2155.047269388451
35_20220825 18,2150.169902162735
35_20220825 19,2153.0075186666227
35_20220825 20,2146.6326979101195
35_20220825 21,2148.8995357804934
35_20220825 22,2142.4943464004728
35_20220825 23,2144.4583799103675
35_20220826 00,2141.7997191840736
35_20220826 01,2144.3302572908156
35_20220826 02,2144.3302572908156
35_20220826 03,2144.712342677392
35_20220826 04,2148.0479071311943
35_20220826 05,2148.6421328846654
35_20220826 06,2148.6421328846654
35_20220826 07,2148.5240794152705
35_20220826 08,2159.3833147463297
35_20220826 09,2152.4719820491646
35_20220826 10,2136.282969723313
35_20220826 11,2144.5022664634457
35_20220826 12,2167.0386118031656
35_20220826 13,2170.3530465382714
35_20220826 14,2170.493350334329
35_20220826 15,2184.277668607623
35_20220826 16,2180.082427966797
35_20220826 17,2190.6754389246935
35_20220826 18,2147.9890220868783
35_20220826 19,2142.6249371761087
35_20220826 20,2150.372716692094
35_20220826 21,2148.006408148105
35_20220826 22,2148.413664450976
35_20220826 23,2149.7442055411216
35_20220827 00,2151.701131144039
35_20220827 01,2147.696495880649
35_20220827 02,2161.575929690486
35_20220827 03,2156.02987969436
35_20220827 04,2149.59367022553
35_20220827 05,2137.972606890143
35_20220827 06,2123.618672266179
35_20220827 07,2122.0266898571767
35_20220827 08,2137.2407092203366
35_20220827 09,2121.2083820895195
35_20220827 10,2134.408057705709
35_20220827 11,2149.5047744876365
35_20220827 12,2128.9921823435025
35_20220827 13,2127.5473521491517
35_20220827 14,2137.019782331044
35_20220827 15,2143.9871403443285
35_20220827 16,2142.421681310007
35_20220827 17,2136.464490051959
35_20220827 18,2131.7287089183965
35_20220827 19,2096.639878360395
35_20220827 20,2124.772459604005
35_20220827 21,2120.54271065396
35_20220827 22,2122.1269392637664
35_20220827 23,2120.54271065396
35_20220828 00,2131.4738946427065
35_20220828 01,2122.855420545913
35_20220828 02,2124.9904988462954
35_20220828 03,2119.9537385492404
35_20220828 04,2119.1599412613346
35_20220828 05,2134.336400539946
35_20220828 06,2136.0532383701247
35_20220828 07,2139.067368435678
35_20220828 08,2113.20427880361
35_20220828 09,2117.6917046699837
35_20220828 10,2120.0256108097233
35_20220828 11,2136.5278069861815
35_20220828 12,2135.150768607559
35_20220828 13,2151.8365111533094
35_20220828 14,2164.66129364081
35_20220828 15,2152.3063061767216
35_20220828 16,2178.1171808421636
35_20220828 17,2207.3965941099673
35_20220828 18,2164.7125790437744
35_20220828 19,2139.983487790843
35_20220828 20,2139.1995584366514
35_20220828 21,2132.411328972314
35_20220828 22,2134.8310147373686
35_20220828 23,2135.4157991106113
35_20220829 00,2129.6681263421765
35_20220829 01,2134.326773624687
35_20220829 02,2132.76971452185
35_20220829 03,2133.919408535681
35_20220829 04,2134.326773624687
35_20220829 05,2130.7793148197743
35_20220829 06,2127.126705540067
35_20220829 07,2143.9623192337444
35_20220829 08,2178.208994856579
35_20220829 09,2181.041697667518
35_20220829 10,2178.208994856579
35_20220829 11,2173.636499104165
35_20220829 12,2167.8891719078388
35_20220829 13,2173.636499104165
35_20220829 14,2170.0823443710788
35_20220829 15,2142.9427780124215
35_20220829 16,2141.948801262774
35_20220829 17,2134.6697725485615
35_20220829 18,2133.374973896215
35_20220829 19,2135.5760087312733
35_20220829 20,2130.061399230839
35_20220829 21,2129.639425647745
35_20220829 22,2129.2737754147856
35_20220829 23,2130.093985799652
35_20220830 00,2127.5302534858656
35_20220830 01,2129.9304170802075
35_20220830 02,2147.6225913908333
35_20220830 03,2145.5132087132383
35_20220830 04,2142.2664445910677
35_20220830 05,2136.223185806233
35_20220830 06,2135.1446047803415
35_20220830 07,2135.4531722596803
35_20220830 08,2169.3856372131772
35_20220830 09,2166.236397851075
35_20220830 10,2179.1686079542023
35_20220830 11,2170.381467640092
35_20220830 12,2172.4696982636588
35_20220830 13,2189.3409897473402
35_20220830 14,2176.032289348762
35_20220830 15,2183.8494048659236
35_20220830 16,2185.9370865833857
35_20220830 17,2185.650316671938
35_20220830 18,2185.4143950330117
35_20220830 19,2181.0897813771744
35_20220830 20,2156.4446496135333
35_20220830 21,2154.5680415265415
35_20220830 22,2152.9138803072306
35_20220830 23,2152.2397413782196
35_20220831 00,2155.2471098102606
35_20220831 01,2157.1950221891384
35_20220831 02,2156.7098105826176
35_20220831 03,2156.4276939144374
35_20220831 04,2155.335863710392
35_20220831 05,2156.034256426562
35_20220831 06,2156.739110151881
35_20220831 07,2156.8278640520125
35_20220831 08,2171.646691664048
35_20220831 09,2171.7154988591183
35_20220831 10,2170.2360133552356
35_20220831 11,2138.7857481919204
35_20220831 12,2144.602100913644
35_20220831 13,2166.175636311175
35_20220831 14,2166.2832618327543
35_20220831 15,2155.6301401194105
35_20220831 16,2166.175636311175
35_20220831 17,2151.2221705152456
35_20220831 18,2138.3935820445236
35_20220831 19,2144.525232131668
35_20220831 20,2147.18648726159
35_20220831 21,2151.804687681491
35_20220831 22,2148.760338413836
35_20220831 23,2153.898698306635
36_20220825 00,2878.7120595090446
36_20220825 01,2921.5529704321075
36_20220825 02,2938.246194823622
36_20220825 03,2878.9411554322796
36_20220825 04,2897.384325778526
36_20220825 05,2873.485195873127
36_20220825 06,2812.310709405753
36_20220825 07,2868.650281752506
36_20220825 08,2889.6843911079663
36_20220825 09,2868.1384148495504
36_20220825 10,2832.8102005787314
36_20220825 11,2813.0613758274685
36_20220825 12,2905.324046106301
36_20220825 13,2812.4297091187414
36_20220825 14,2828.0763099019973
36_20220825 15,2835.2439679437516
36_20220825 16,2724.1875375638897
36_20220825 17,2799.5833213867213
36_20220825 18,2877.105967984275
36_20220825 19,2809.174539993379
36_20220825 20,2926.257426577759
36_20220825 21,2864.7535219922565
36_20220825 22,2885.448709727067
36_20220825 23,2812.5446251191893
36_20220826 00,2819.7116651336187
36_20220826 01,2801.07039210035
36_20220826 02,2849.376472382378
36_20220826 03,2831.6766839328125
36_20220826 04,2796.2002357771385
36_20220826 05,2806.7804436774827
36_20220826 06,2804.8662537858845
36_20220826 07,2847.6391450686347
36_20220826 08,2744.298080410443
36_20220826 09,2880.965864184352
36_20220826 10,2840.273586546621
36_20220826 11,2874.353684064674
36_20220826 12,2893.0325748373402
36_20220826 13,3007.9315727718185
36_20220826 14,3027.7658024016014
36_20220826 15,2990.1541053298947
36_20220826 16,2969.3815125943624
36_20220826 17,2879.4222256981593
36_20220826 18,2894.045429076
36_20220826 19,2790.570910524903
36_20220826 20,2852.12792603492
36_20220826 21,2806.9565131418008
36_20220826 22,2857.7636768054635
36_20220826 23,2849.38795015559
36_20220827 00,2854.200383013144
36_20220827 01,2878.3953736722733
36_20220827 02,2833.4347614266762
36_20220827 03,2842.133941128636
36_20220827 04,2765.7429280081633
36_20220827 05,2814.3184075955355
36_20220827 06,2766.2681767177173
36_20220827 07,2861.6437915134284
36_20220827 08,2703.203421352512
36_20220827 09,2728.2214128474634
36_20220827 10,2760.804761385135
36_20220827 11,2851.4168416546895
36_20220827 12,2778.7340454522955
36_20220827 13,2862.0400088192887
36_20220827 14,2907.084245166995
36_20220827 15,2895.732096005488
36_20220827 16,2848.3938743284475
36_20220827 17,2786.402628482637
36_20220827 18,2846.6281665377137
36_20220827 19,2744.6525609980517
36_20220827 20,2870.0532832029726
36_20220827 21,2746.9538163027214
36_20220827 22,2750.283753146006
36_20220827 23,2776.855449368999
36_20220828 00,2803.7847465116547
36_20220828 01,2822.229907307047
36_20220828 02,2774.47278500015
36_20220828 03,2809.197985493513
36_20220828 04,2780.557001814628
36_20220828 05,2818.1094437005554
36_20220828 06,2798.832014046672
36_20220828 07,2822.4648304414395
36_20220828 08,2790.0195110812792
36_20220828 09,2724.5357995626323
36_20220828 10,2738.812359703675
36_20220828 11,2824.198129463004
36_20220828 12,2779.1470115898733
36_20220828 13,2785.9624741557727
36_20220828 14,2845.9588055723216
36_20220828 15,2922.7391468700807
36_20220828 16,2857.899961943804
36_20220828 17,2891.6475869303836
36_20220828 18,2907.646572876933
36_20220828 19,2861.5510197668914
36_20220828 20,2822.963616388608
36_20220828 21,2884.304051454988
36_20220828 22,2939.3017311205026
36_20220828 23,2880.8095312513487
36_20220829 00,2891.290013766549
36_20220829 01,2753.1105862252034
36_20220829 02,2783.1732529381843
36_20220829 03,2809.9874276353726
36_20220829 04,2687.2544569499364
36_20220829 05,2796.97713527082
36_20220829 06,2797.277905612111
36_20220829 07,2757.488954480041
36_20220829 08,2812.334010671648
36_20220829 09,2772.3252040996244
36_20220829 10,2668.243970465858
36_20220829 11,2661.0245338651584
36_20220829 12,2654.0923653307054
36_20220829 13,2665.3301299768236
36_20220829 14,2678.3296941569533
36_20220829 15,2669.814514759227
36_20220829 16,2574.521908719338
36_20220829 17,2528.178992889897
36_20220829 18,2519.7268333812713
36_20220829 19,2649.8426868877355
36_20220829 20,2727.7446168403344
36_20220829 21,2718.5042004850784
36_20220829 22,2757.804390681913
36_20220829 23,2777.946485137047
36_20220830 00,2833.2736153345404
36_20220830 01,2795.43638005131
36_20220830 02,2799.4764409288928
36_20220830 03,2945.930463422368
36_20220830 04,2942.7523109403974
36_20220830 05,2894.341220614297
36_20220830 06,2889.9011553687865
36_20220830 07,2831.2930587934475
36_20220830 08,2843.7267632350395
36_20220830 09,2778.084465365008
36_20220830 10,2771.4030350364064
36_20220830 11,2800.9657518951644
36_20220830 12,2719.5026798014587
36_20220830 13,2736.0266475892063
36_20220830 14,2761.782714390378
36_20220830 15,2750.2391254076406
